index,ID
" 
 GIUSEPPE GARIBALDI",peGGa
 FREDRIK [TORP] GARMANN,peFGa
 FRANZ LUDWIG GEHE,peFLG
 ANNA L. GEELMUYDEN,peALG
 GUSTAF AF GEIJERSTAM,peGaG
 (GUSTAV) GÖSTA AF GEIJERSTAM,peGoG
 [SOFIA EUGENIA HORTENCE] NENNIE f. Valenkamph GEIJERSTAM-VALENKAMPH,peNGV
 GEORG 2.,peGeorgII
 BERNHARD GETZ,peBeG
 CHRISTIAN [CHRISTOPHER] GIEBELHAUSEN,peCCG
 SIGNE (Georgine Juliane Flemmentine) f. Winsløw GIEBELHAUSEN,peSGi
 ARNE GIVERHOLT,peAG
 JOHAN [ANDREAS] GJEMS,peJAG
 AAGOT GJEMS,peAaG
 AUGUSTA f. Egeberg GJERTSEN,peAuG
 FREDRIK GJERTSEN,peFG
 HEINRICH GLÜCKSMANN,peHG
 ISAK [MOSES HARTVIG] GLÜCKSTADT,peIMHG
 JACOB GLØERSEN,peJGl
 [OLE] KRISTIAN GLØERSEN,peKG
 NANCY [VILHELMINE CATHARINA] f. van Kervel GLØERSEN,peNGl
 MARIUS GODSKESEN,peMGo
 JOHANN WOLFGANG VON GOETHE,peJWGo
 MEÏR [ARON] GOLDSCHMIDT,peMAG
 [LOUIS JEAN] EMMANUEL GONZALÉS,peEmGo
 [AUGUST HERMAN FERDINAND] CARL GOOS,peCGo
 EDMUND [WILLIAM] GOSSE,peEGo
 NELLIE (Ellen) f. Epps GOSSE,peEpps
 FRIEDERIKE GOSSMANN,peFGo
 RUDOLF [CARL VON] (pseud. Carl Rudolf) GOTTSCHALL,peRG
 JOHANN GEORG THEODOR GRAESSE,peJGTG
 FREDERIKKE [SEVERINE MATTHEA] f. Stabell GRAM,peFGr
 CHRISTEN [KNAGENHJELM] GRAN,peCKG
 FRANZ GRANDAUR,peFGran
 HENRIK JØRGEN GREENSTEEN,peHJGr
" GREGOR FRA NAZIANZ, kalt Teologen",peGreg
 JACK (Jacob) THOMAS GREIN,peJTG
 HUGO GREINZ,peHuG
 RICHARD GRELLING,peRiG
 EDVARD [HAGERUP] GRIEG,peEGr
 JOHN GRIEG,peJG
 NINA f. Hagerup GRIEG,peNG
 SIGNE GRIEG/GRIEG-MÜLLER,peSGM
 G.G. GRIMM,peGr
 KRISTIAN GRIMSGAARD,peKrGr
 GÜNTHER VON DER GROEBEN,peReGr
 monsieur GROS,peGro
 EMANUEL GROSSER,peEmGr
 MAX GRUBE,peMGr
 TONY GRUBHOFER,peTG
 LAURA f. Bloch GRUNDTVIG,peLGr
 NICOLAI FREDERIK SEVERIN GRUNDTVIG,peNFSGr
 CARL GRÆBE,peGrae
 AUGUST GRÖBNER,peAuGr
 LUDWIG GRÖBNER,peLuGr
 MARIE (Maria) GRÖBNER,peMarGr
 MAX GRÖBNER,peMaGr
 fru GRÖBNER,peGrob
 TONI (ANTONIA) GRÖBNER,peToGr
 [ANDREAS] FREDRIK [SCHROETER] GRØN,peAFG
 AGATHE [URSULA] BACKER GRØNDAHL,peABG
 OLAUS [ANDREAS] GRØNDAHL,peOAG
 [HANS] AIMAR [MOW] GRØNVOLD,peAGro
 AUGUSTA GRØNVOLD,peAugG
 BERNT [BORCHGREVINK] GRØNVOLD,peBG
 DIDRIK [HEGERMANN] GRØNVOLD,peDG
 HEDWIG f. Hermann GRØNVOLD,peHGr
 MARCUS [FREDRIK STEEN] GRØNVOLD,peMG
 MINKA (Hermine) f. Hermann GRØNVOLD,peHHermann
 HANS [FREDRIK] GUDE,peHaGu
 NILS GUDE,peNGu
 CATO [MAXIMILIAN] GULDBERG,peCGu
 GUSTAV [ADOLF] GULDBERG,peGAG
 BIRGITTE [CORNELIA] GULDBRANDSEN,peBGu
 JENS CHR. GUNDERSEN,peJCGun
 LAURA [SOFIE COUCHERON] f. Svendsen GUNDERSEN,peLG
 SIGVARD [EMIL] GUNDERSEN,peSG
" 
 HANS GUNDORPH",peHGu
 [JOHAN] GUSTAF GUSTAFSSON,peGG
" 
 GUSTAV 2. ADOLF",peGuA
" 
 GUSTAV 3.",peKongG3
" 
 NIELS HENRIKSSØN til Austråt GYLDENLØVE",peNHG
 PER (Peder) GYNT,pePGy
 eg.: Publius Aelius Hadrianus HADRIAN,peHad
 [JOHAN FREDRIK] WILHELM HAFFNER,peWiHa
 [PETER ANTON] ALFRED HAGE,pePAAH
 [EDVARD PHILIP] HOTHER HAGE,peEPHH
 [FREDRIK] CHRISTIAN HAGEMANN,peCHa
 [GEORG] FRANCIS HAGERUP,peFHag
 HANS HAGERUP,peHHag
 AGATHA HAGGENMÜLLER,peAHag
" CARL CHRISTIAN HALL 
",peCCH
 CARL [BRUNNELL] HALS,peCaHa
 KARL [MARIUS ANTON JOHAN] HALS,peKH
 PETTER [MARTIN EMIL NILSON] HALS,peMPH
 SIGURD HALS,peSiHa
 JENS BRAAGE HALVORSEN,peJBH
 OLAF [CHRISTOPHERSEN] HALVORSEN,peOH
 GUSTAF [AXEL KNUT] HAMILTON,peGAKH
 CHRISTIAN [MONSEN] HAMMER,peCH
 [ABRAHAM CHRISTIAN] HJALMAR [FRITHJOF] HAMMER,peHFHa
" 
 MARTIN [JOHANNES] HAMMERICH",peMJH
 OLE [LARSEN] HAMMERSTAD,peOLH
 [FRÉDÉRIC ADOLPHE] AUGUSTIN HAMON,peAHamo
 PEDER HANEVOLD,pePHane
 EMMA HANSCH,peEmHa
 NATALIE HANSCH,peNaHa
 ASA [CATHARINA] f. Ekman HANSEN,peAHan
 CARL [ANDREAS] HANSEN,peCAH
 frøken HANSEN,peHansen
 GERHARD [HENRIK] ARMAUER HANSEN,peGAH
 HARALD [FREDRIK] HANSEN,peHHa
 JOHAN [DANIEL] IRGENS HANSEN,peJDIH
 LARS HANSEN,peLH
 [HANS CHRISTIAN] PETER HANSEN,pePHa
 PETER EMMANUEL/PJOTR GOTFRIDOVITSJ HANSEN,pePEH
 THEOPHILUS [EDVARD] HANSEN,peTHa
 KLAUS HANSSEN,peKlHa
 CHRISTIAN RASMUS HANSSON,peCRH
 OLAF [MØRCH] HANSSON,peOHa
" 
 CHRISTOPHER HANSTEEN",peHanst
 THORA HANSTEEN,peTHan
 HARALD 1. HÅRFAGRE,peHHfag
 BENJAMIN HARRISON,peBHa
 GUSTAV [LUDVIG THEODOR] HARTMANN,peGH
 JOHAN PETER EMILIUS HARTMANN,peJPEH
 ANTON HASENKNOPF,peAHas
 LINA (Caroline Beate) f. Ziesler HASSELMANN,peCBH
" [JOHANNES] CARSTEN HAUCH 
",peCHau
 VILHELM CHRISTIAN HOLGER HAUCH,peVCHH
 SALVE ASLAKSEN HAUGLAND,peSaAH
 GERHART [JOHANN ROBERT] HAUPTMANN,peGHa
 ANNA HAVERLAND,peAHav
 ARTUR [IMMANUEL] HAZELIUS,peAHa
 SIGNE [AMANDA GEORGINA] HEBBE,peSH
 FRANS [THEODOR] HEDBERG,peFraH
 [SVEN] ADOLF HEDIN,peSAHe
 HENRIK HEDLUND,peHHed
 SVEN ADOLF HEDLUND,peSAH
 [POUL] SOPHUS [VILHELM] HEEGAARD,peSHe
 CLARA HEESE,peClHe
 JOHAN KRISTOFFER STØREN HEFFERMEHL,peJKSH
 THOMAS [JOHANNESSEN] HEFTYE,peTH
 ELISABETH [JULIA] HEGEL,peEBag
 [NIELS] FREDERIK VILHELM HEGEL,peFH
 GEORG WILHELM FRIEDRICH HEGEL,peGWFHe
 JACOB [DEICHMANN FREDERIK] HEGEL,peJH
 JULIE [LOUISE FREDERIKKE] f. Bagge HEGEL,peJLFH
 JOHAN [HENRIK] HEGERMANN-LINDENCRONE,peJHHL
 AXEL HEIBERG,peAHe
 DIDI (Hansine Didriche) f. Tollefsen HEIBERG,peDiHe
 GUNNAR [EDVARD RODE] HEIBERG,peGHe
 HJALMAR HEIBERG,peHjH
 JOHAN LUDVIG HEIBERG,peJLHe
 JOHANNE LUISE f. Pätges HEIBERG,peJLH
 THORVALD EMIL BING HEIBERG,peTEBH
 HEINRICH HEINE,peHHe
 WILLIAM HEINEMANN,peWHei
 PETER [ARNOLD] HEISE,pePHe
" 
 VILLE (Vilhelmine) f. Hage HEISE",peVHei
 HELENE FREIFRAU VON (til 1873: Ellen Franz) HELDBURG,peEFra
 HELENE,peHel
 frøken HELFERICH,pefrkHel
 HELGA HELGESEN,peHHel
" 
 AUGUST [EMILIUS] HELLESEN",peAEH
 HENRIK MIKAEL HELLIESEN,peHMH
" 
 SVENN HENRIK HELMS",peHelm
 [FREDERIK] ALBERT HELSENGREEN,peAFH
 AXEL [THEOPHILUS] HELSTED,peATHe
 HENRIK [ANTON SCHIØTT] HELTBERG,peHelt
 [HANS] FRIEDRICH (etter 1864: FREDERIK) HELVEG,peHFH
 BETTY [MATHILDE] f. Schnell HENNINGS,peBH
 HENRIK [JACOB CHRISTIAN AMALIUS OTTO] HENNINGS,peHH
 CARL [CHRISTIAN] HENRIKSEN,peCHe
 AUGUST HERRAMB,peAugH
 PAUL HERRMANN,pePaHe
 HENRIK [HEYMAN] HERTZ,peHHer
 WILHELM [CARL HEINRICH] HERTZ,peWH
 EBBE [CARSTEN HORNEMAN] HERTZBERG,peEHer
 NILS [CHRISTIAN EGEDE] HERTZBERG,peNHer
 NILS OTTO HESSELBERG,peNOH
 THOMAS [RIST] HESSELBERG,peTRH
" 
 OLE [THEOPHILUS] HESTENÆS",peOHe
 BERTRAND [EUGEN] HEYERDAHL,peBEH
 [JOHAN] HENRY [VAN KERVEL] HEYERDAHL,peHeHe
 ANNA f. Schubart HEYSE,peASchu
 PAUL HEYSE,pePHey
 JACOB HILDITCH,peJaHi
 [CARL WILHELM] EMIL HILLBERG,peEHi
 HANS RUDOLF HIORT-LORENZEN,peHRHL
 CHRISTIAN WORM [SOMMERSCHILD] HIRSCH,peCWH
 GEORG HIRSCHFELD,peGHi
 RAGNVALD [AMANDUS PEDERSEN] HJERLOW,peRH
 JOHAN HJORT,peJHj
 JOHAN [STORM AUBERT] HJORT,peJSAH
 PEDER HJORT,pePHj
 CARL [FREDRIK LOTHARIUS] HOCHSCHILD,peCFH
 KLAUS [NORD] HOEL,peKHo
 ADOLPHE HOFFMANN,peAH
 [HEINRICH BERNHARD MARTIN] JOHANNES HOFFMANN,peJHof
" 
 THOMAS [SEVERIN HEIBERG] HOFFMANN",peTSHH
 [JOHAN PETER] JULIUS HOFFORY,peJHo
 HENRIETTE HOFGAARD,peHHo
 SIMON [WRIGHT] HOFGAARD,peSWH
 PAUL HOHLFELD,pePH
 LORENTZ HOLAN,peLHol
 LUDVIG HOLBERG,peLuH
 ELISE (Elisabeth Wilhelmine) HOLCK,peEHol
 MARTIN KIRKGAARD HOLFELDT,peMKH
 HARALD [EMIL LARSENIUS] HOLM,peHELH
 OLAF [ANDREAS] HOLM,peOAH
 HANS HOLMBOE,peHHolm
 JOHAN HOLM-HANSEN,peJHH
 CHRISTIAN HOLST,peCHo
 ELLING [BOLT] HOLST,peEHo
 HARALD HOLST,peHHol
 JACOB HOLST,peJaHo
 LARS [KRISTIAN] HOLST,peLHo
" RIKKE (Henrikke) HOLST/TRESSELT 
",peRHo
 [IVER] ANDREAS WILHELM [MARINUS] HOLTER,peIAWMH
 IVER [ANDREAS FREDRIK] HOLTER,peIAFH
 [THORVALD] WALDEMAR HOLTERMANN,peTWH
 [JOACHIM WILHELM] FRANZ [PHILIPP] VON HOLTZENDORFF,peFvH
 HOMER,peHom
 CORNELIS HONIGH,peCHon
 WILLIAM [JOHANNES] HONUM,peWJH
" HANS (eg. Mayer, fra 1888: Ritter von Hopfen) HOPFEN",peHRvH
 MARY f. Müller-Milton HOPFEN,peMaHo
 [JOHAN] FERDINAND HOPPE,peJFH
 HORATS (Quintus Horatius Flaccus),peHor
 CHRISTIAN FREDERIK EMIL HORNEMAN,peCEH
 [JENS] CHRISTIAN HOSTRUP,peJCH
 DAGNY HOSTRUP,peDH
 [CHRISTIANE GEORGINE] ELISABETH f. Hauch HOSTRUP,peElHo
 BENEDICTE JOCHUMINE f. Moe HUNDEVADT,peBJH
 [FREDRIK] WALDEMAR HVOSLEF,peFHv
 ELISE (Ebba Charlotta Elisa) f. Jacobson HWASSER,peElHw
 GUNNAR OLOF HYLTÉN-CAVALLIUS,peGOHC
 FREDERIK [LUDVIG] HØEDT,peFLH
 [SVENNIK] ANTON HØYER,peAHoy
 HARALD HÖFFDING,peHHof
 SOFUS [MAGDALUS] HØGSBRO,peSoH
 KARL ALBRECHT HÖLBE,peKAH
 VIGGO [LAURITS BENTHEIM] HØRUP,peVH
 PETTER HÅKONSEN,pePeHa
 BERGLIOT f. Bjørnson IBSEN,peBI
 JOHAN ANDREAS ALTENBURG IBSEN,peJAAI
 KNUD [PLESNER] IBSEN,peKPI
 MARICHEN [CORNELIA MARTINE] f. Altenburg IBSEN,peMI
 OLE PAUS IBSEN,peOPI
 SIGURD IBSEN,peSiI
 SUSANNA/SUZANNAH f. Daae Thoresen IBSEN,peSuI
 TANCRED IBSEN,peTanc
 CASPAR RUDOLF VON IHERING,peCRvI
 ANDERS ISACHSEN,peAIs
 ANDREAS [HORNBECK] ISACHSEN,peAI
 JANNY f. Grip ISACHSEN,peJI
 ISMAIL,peIsP
 JULIUS IVERSEN,peJuI
 JACOBSEN,peJac
 CARL [CHRISTIAN HILMANN] JACOBSEN,peCCHJ
 JENS PETER JACOBSEN,peJPJ
 [HAGBARTH] JULIUS JACOBSEN,peJJa
 LINA (Olevine) JAKOBSEN,peLJa
 LOUIS/LUDWIG JACOBY,peLJac
 KRISTOFER [NAGEL] JANSON,peCNJ
 KARL JENKE,peCJ
 GUSTAV [MARGERTH] JENSEN,peGJe
 HANS JACOB JENSEN,peHJJ
 ANTON JENSSEN,peAJe
 HOLGER [HVIDTFELDT] JERICHAU,peHHJ
 JOHANN,peKongJoh
 JOHANNE JOHANNESDATTER,peJJo
 ADELAIDE JOHANNESEN,peAJo
 CARL JOHANNESEN,peCJoh
 N. JOHANSEN,peJoh
 JOSEFINE JOHNSEN,peJJos
 LAURA ANETTE ROSENKRANTZ f. Berg JOHNSEN,peLAJ
 [JOSEPH FRANTZ] OSCAR JOHNSEN,peJFOJ
 PETER [MARCUS GJØE] ROSENKRANTZ JOHNSEN,pePRJ
 ANDREAS JOHNSSON,peAJoh
 MOR VON JÓKAI,peMvJ
 EMIL [JAKOB] JONAS,peEJ
" JONGHE DARDOYE, VICOMTE DE",peJong
 ERNST [ABRAHAM] JOSEPHSON,peEJo
 LUDVIG [OSCAR] JOSEPHSON,peLJ
 JAMES [AUGUSTINE ALOYSIUS] JOYCE,peJaJ
 ERNA [EMILIE LOUISE] f. Drachmann JUEL-HANSEN,peEJH
 JOHANNE [REGINE] f. Elvig JUELL (senere: JUELL REIMERS),peJRJ
 CARL [MATHIAS] JUHLIN-DANNFELT,peCMJD
" JULIAN (Flavius Claudius Julianus), av de kristne kalt APOSTATA (den frafalne)",peJu
 HANS [HENRIK] JÆGER,peHJa
 HENRIK [BERNHARD] JÆGER,peHeJa
 [MARIE] LOUISE f. Holstad JÆGER,peMLJa
 CHRISTIAN [LUDVIG] JØRGENSEN,peCLJ
 SILLE (Cecilie Marie) f. Gade JØRGENSEN,peCMJorg
 SØREN [PEDERSEN] JAABÆK,peSJaa
 EDUARD MICHAEL (pseud. Siegwin Freimuth) KAFKA,peEMK
 JOSEF KAINZ,peJKa
 ESTRID [ARVIDSDOTTER] f. Ribbing KALLING,peEAK
" 
 KAMBYSES",peKam
 MARY [LOUISE] f. Smith KARADJA,peKar
 BOŽIDAR KARADJORDJEVIĆ,peBKa
" 
 KARL 12.",peKongK12
 KARL 15. (KARL 4.),peKongK4
" 
 CARL [FREIHERR VON] KASKEL",peCKas
 HERMAN [FREDERIK CAREL] TEN KATE,peHtK
 LUISE f. Helfft KAUFFMANN,peLKa
 MAX KAUFFMANN,peKauf
" [CARL] RICHARD [JOHANNES] KAUFMANN 
",peRK
 ELLEN [KAROLINA SOFIA] KEY,peEKe
 GUSTAF [EMIL] KEY,peGKe
 LAURA [ANNA SOPHIE MÜLLER] f. Petersen KIELER,peLK
 VICTOR [THOMAS JOACHIM] KIELER,peVKi
 ALEXANDER LANGE KIELLAND,peAKie
 JACOB KIELLAND,peJKi
 KITTY (Christine Lange) KIELLAND,peKK
 [PASCAL MICHAEL] POUL [EGEDE] KIERKEGAARD,pePK
 SØREN [AABYE] KIERKEGAARD,peSKi
 [OTTO] RICHARD KIERULF,peORK
 JULIE [LOVISE] KIERULFF,peJvK
 BIRGER KILDAL,peBKil
 HANS ERNST KINCK,peHEK
 WOLFGANG KIRCHBACH,peWoKi
 THEODOR [SEVERIN] KITTELSEN,peTKi
 NILS [BERTHINIUS] KITTILSEN,peNK
 BERNHARD [THEODOR] KJEKSTAD,peBKj
 [JOHANNES] FRITHJOF KJELLBERG,peJFK
 [MARIE] AGNES [CHRISTIANE] f. Anker KJERULF,peAKj
 HALFDAN KJERULF,peHKj
 THEODOR KJERULF,peThK
 HENRIK [KRISTEN JOHAN] KLAUSEN (Clausen),peHeKl
 JOHANNES [BENEDICTUS] KLINGENBERG,peJBK
 EMMA KLINGENFELD,peEK
 ANTON [HIERONYMUS FRITZSCHE] KLUBIEN [klubin],peAK
 LUDWIG KNAUS,peLKn
 KARL GUSTAV ADOLF KNIES,peKGAK
 [ERIC] OSCAR VON KNORRING,peOvK
 DAVID FAYE KNUDSEN,peDFK
 KNUD KNUDSEN,peKKn
 FREDERIK GOTSCHALK KNUDTZON,peFGK
 MAX KOCH,peMK
 RICHERT VOGT VON KOCH,peRvonK
" 
 KARL [VON] KOLB",peKvK
 STEN KONOW,peStK
 WOLLERT (S.B.) KONOW,peWoKo
 KONRÁÐ GÍSLASON,peKGi
 JACOB BLAAUW KOOTER,peJKoo
 JOSEPH VON KOPF,peJvKo
 MARTHA KOPF,peMKo
 HUGO KOSTERKA,peHKo
 THOMAS [PETER] KRAG,peTPK
 VILHELM [ANDREAS WEXELS] KRAG,peVK
 FRITZ (Friedrich) KRASTEL,peFKr
 herr (muligens Kraußneck) KRAUSENECK,peKraus
 ANNA MARGRETHE f. Borch KREBS,peAMK
 FREDERIK CHRISTIAN KREBS,peFCK
 JOHANNE [CATHRINE] KREBS,peJK
 MARIE [MARGARETHUS] KREUKNIET,peMMK
 ANDREAS FREDERIK KRIEGER,peAFK
 BJØRN KRISTENSEN,peBK
 KRISTEN [NIKOLAI] KRISTENSEN,peKrKr
 JENS PETER KRISTENSEN-RANDERS,peJPKR
 NANNA f. Berg KRISTENSEN-RANDERS,peNaBe
 KRISTUS,peKri
 CONRAD KROEPELIEN,peCoKr
 GINA [SVERDRUP] KROG,peGiKr
 [BERNHARD] WILHELM [GUSTAV VON] KROGH,peKrogh
 CHRISTIAN KROHG,peCK
" 
 GEORG [ANTON] KROHG",peGAK
 GEORG [HERMAN] KROHN,peGHK
" 
 PIETRO [KØBKE] KROHN",pePKK
 SOPHIE f. Cappelen KROHN,peSK
 [JOHAN] JULIUS [FERDINAND] KRONBERG,peJKr
 PAULINE KRONBERG,pePaAW
 AXEL [JOHAN ERIK] KROOK,peAxK
 CARL KUNDMAN,peCKu
 JAKOB KURZ,peJKu
" 
 LEONARD LABATT",peLeLa
 LA COUR,peCo
" 
 JANUS [ANDREAS BARTHOLIN] LA COUR",peJCo
" 
 ALPHONSE DE LAMARTINE",peAlLa
 MORTEN [DIDERIK EMIL] LAMBRECHTS,peMDEL
 THORVALD [AMUND] LAMMERS,peTAL
 CONRAD LANDEGREN,peCoLa
" 
 MAGNUS [BROSTRUP] LANDSTAD",peMaLa
 CHRISTIAN CHRISTOPH ANDREAS LANGE,peCLa
 INA [BLENDA AUGUSTA] f. Forstén LANGE,peInL
" 
 JULIUS [HENRIK] LANGE",peJHL
 SVEN LANGE,peSvLa
 WILHELM LANGE,peWL
 PETER ERASMUS LANGE-MÜLLER,pePELM
 ALBERT LANGEN,peALan
 [KNUD] CHRISTIAN LANGAARD,peKCL
 JOHANN TRAUGOTT LANZKY,peLanz
 ROSA LANZLOTT,peRoL
 SOPHUS [EDMÉ CONRAD] LARPENT,peSLa
 ADOLPH LARRONGE,peAdoL
 LARSEN,peLar
" 
 ANTON [LAURENTIUS] LARSEN",peAnL
 AUGUST [GOTTLIEB] LARSEN,peAuLa
 EDVARD/EDWARD LARSEN/LARSSEN,peEdLa
 HERTHA [VILHELMINE PETREA THEODORA] f. Christensen LARSEN,peHeLa
 KARL [HALFDAN EDUARD] LARSEN,peKL
 MIMI (Mathilde Minona Marie) f. Schwartzkopf LARSEN,peMiL
 NIELS JAKOB LARSEN,peNJL
 FERDINAND LASSALLE,peFLas
 HARTVIG [MARCUS] LASSEN,peHL
 HEINRICH LAUBE,peHLa
 SIGMUND LAUTENBURG,peSL
 DORE (Dorotheus Olivarius) LAVIK,peDL
 WILLIAM M. LAWRENCE,peWML
 BÉLA LÁZÁR,peBL
 MORITZ LAZARUS,peMLaz
 MARION LEA,peMLea
 ANNE CHARLOTTE (Anna Charlotta Gustava) [EDGREN] LEFFLER,peACEL
 [PETER MARTIN] ORLA LEHMANN,pePMOL
 [FRANÇOIS ÉLIE] JULES LEMAÎTRE,peJuLe
 LOUIS SÉBASTIEN LE NAIN DE TILLEMONT,peLST
 REINHOLD LEPSIUS,peRLe
 CHRISTIAN ALBRECHT [GREV] LERCHE,peCALe
 MIKHAIL [JURJEVITSJ] LERMONTOV,peMJL
 THEODOR LESCHETIZKY,peTLe
 MAX LESSER,peMLe
 GOTTHOLD EPHRAIM LESSING,peGEL
 OSCAR [IVAR] LEVERTIN,peOL
 LEVI,peLevi
 HERMANN LEVI,peHLe
 GEORGE HENRY LEWES,peGHL
 JOSEF LEWINSKY,peJLe
 CARL [LUDVIG] LIE,peCLL
 ELISABETH LIE,peElLie
 ERIK [RØRING MØINICHEN] LIE,peELie
 JOHANNE [ELEONORE] (Lubben) f. Vogt LIE,peJEL
 JONAS [LAURITZ IDEMIL] LIE,peJLi
 MARIE [BIRGITTE] f. Thaulow LIE,peMBL
 MARY [HELENE] LIE,peMaLie
 MICHAEL STRØM LIE,peMiLi
 MONS LIE,peMLi
 [MARIUS] SOPHUS LIE,peMSL
 THOMASINE [HENRIETTE] f. Lie LIE,peTHL
 FREDERIK LUDVIG LIEBENBERG,peFLL
 JENS [DANIEL CAROLUS] LIEBLEIN,peJDCL
 HEDEVALL [ORDING] LIEUNGH [lyng],peHeL
" POUL [DOROTHEUS WINTHER] LIEUNGH [lyng] 
",pePL
 ELSA LILLIEHÖÖK,peELil
 ERIC BERTILSON LILLIEHÖÖK,peEBL
 CARL ABRAHAM LIMNELL,peCAL
 [CATHARINA] FREDRIKA f. Forssberg LIMNELL,peFL
 LINA,peLin
 PAUL LINDAU,pePLi
 [JOHAN] AUGUST LINDBERG,peAL
 AUGUSTA [WILHELMINA] f. Blomstedt LINDBERG,peAWLin
 JACOB [ALBERT] LINDBOE,peJaL
" ANDREAS [CONRAD PUTSCHER] LINDE 
",peALi
 TH. LINDENLAUB,peTLin
 [KARL] GUSTAF [OSKAR EUGEN] LINDQVIST,peGL
 [FRANS] THEODOR LINDSTRAND,peTL
 EMMA f. Qvist LINDSTRÖM,peELin
 HERMANN LINGG,peHLi
 ANTON LINSMAYER,peALin
 NINA f. Hoffmann LIPINER,peNiLi
 SIEGFRIED LIPINER,peSiLi
 JAKOB VON DER LIPPE,peJvdL
" 
 ANDREAS LAURITZ CARL LISTOV",peALCL
 EDMUND [ADOLF JOHANNES] LOBEDANZ,peEL
 [ERNST] FERDINAND LOCHMANN,peEFL
 HERMANN LOESCHER,peHLo
 CHRISTIAN [JENSEN] LOFTHUS,peCL
 JOHAN [DAVID] LORANGE,peJL
 ANATOLE LORENTZANI,peALo
 AUG. LORENZ,peAuLor
 [JOHAN] LUDVIG LOSTING,peLost
 JOHAN LOTHE,peJoL
 ASTRID LOUS,peAsL
 LOVISA (Louise Vilhelmina Fredrika Alexandra Anna),peLov
 LOVISA (Louise Josefina Eugenia),peLovi
 ALOIS N. LUCEK,peANL
" 
 LUDVIG 2.",peLu2
 KAJ LUDVIGSEN,peKaLu
 SARA f. Thoresen LUDVIGSEN,peSaLu
 VALDEMAR LUDVIGSEN,peWaL
 AURÉLIEN [FRANÇOIS] MARIE LUGNÉ-POË,peAMLP
 ALBERT MARINIUS LUND,peALu
" 
 CARL CORNELIUS [CLARIN] LUND",peCCL
 FREDRIK STANG LUND,peFSL
 JOHN [THEODOR] LUND,peJLu
 [JOHAN] LUDVIG [MICHAEL] LUND,peLL
 MARIUS LUND,peMLu
 NILS LUND,peNL
 SIGNE LUND,peSLu
 [ELISE] ULRIKKE f. Wibye LUND,peUL
 [JOHAN] LORENTZ [ALEXANDER] LUNDGREN,peJLAL
 CHRISTOPHER [ANKER BERG] LUNDH,peABL
 MARTIN LUTHER,peMLut
 MIKAEL LYBECK,peML
 MARIE LYCHE,peMLy
 [GEORG] VILHELM LYNG,peVL
" OLAUS KRABBE LYSHOLM 
",peOKL
 GUSTAV LÆRUM,peGLa
 ARNE LØCHEN,peArLo
 HERMANN VON LÖHNER,peHvL
 JAKOB [OLAUS] LØKKE,peJLo
 [INGER] MARIE [BIRGITTE] f. Hald LØKKE,peMLo
 SØREN [BLOCH] LAACHE,peSoL
 HERMAN LAADING,peHLaa
 P. AAGE MADSEN,pePMa
 JOHAN NICOLAI MADVIG,peJNMad
 CHRISTEN [DAAE] MAGELSSEN,peCDM
 CHRISTIANE [FREDRIKKE] MAGELSSEN,peCFDM
 [ADELE] ELVIRA f. Salandri MAGELSSEN,peEMag
 THORBJØRN LECHVE MAGELSSEN,peTLM
 BETSY [WILHELMINE ANDREA MARIE] f. Cappelen MALLING,peBMa
 PETER TIDEMAND MALLING,pePTM
 [JOHAN] AUGUST MALMSTRÖM,peJAM
 [CHRISTOFFER RUTGER] LUDVIG MANDERSTRÖM,peCRLM
 MIKKEL MANDT,peMM
 KRISTIAN [ANDREAS LEOPOLD] MANTZIUS,peKALM
 MAPPES,peAMa
 CESARE MARIANI,peCMar
 HEDVIG [THERESIA FRANCISCA] f. Sonnleithner MARIBO,peHMa
 WILHELM [ADELSTEN] MARIBO,peWAM
 AUGUSTE FERDINAND FRANÇOIS MARIETTE,peMaBe
 MARKOS,peMark
 MARKUS,peMarkus
 ELISABETH f. Sangalli (pseud. Sankt Galli) MARR,peElMa
 HEINRICH MARR,peHeMa
 HANS [LASSEN] MARTENSEN,peHLMa
" CATHRINE g. Grefseng MARTINI 
",peCM
" BENNY (f. 1864, d. etter 1940), OTILIA (18661955) og THEA (Theodora) (18681947) MATTHIESSEN",peFrkM
 KONRAD [VON] MAURER,peKM
 LUDWIG MAURER,peLM
 VALERIE f. Faulhaber MAURER,peVM
 CHÉRI (eg. Charles Schwartzenberger) MAURICE,peChMa
 MAXIMOS FRA EFESOS,peMaxi
 ANDREAS (pseud. Richard Franke) MAY,peAnMa
 JACOB MAYSON,peJMay
 ALFREDO MAZZA,peAM
 JOHN RAMSAY MCULLOCH/MAC CULLOCH,peJRMC
 SOFIE (Anna Sophie) f. Thoresen MEGRUND,peASM
 [HANS] CONRAD [THORESEN] MEGRUND,peCMe
 DITMAR MEIDELL,peDiM
 HJALMAR [SIGVARD] MEIDELL,peHMe
 SIMON [SØRENSEN] MEISLING,peSMe
 [JEAN LOUIS] ERNEST MEISSONNIER,peEMe
 PETER GABRIEL MEISTERLIN,peGPM
 ERNST [LUDWIG FILIP] MEYER,peEM
 SOPHUS [AUGUST BERTHEL] MICHAËLIS,peSM
 MICHELANGELO BUONAROTTI,peBMi
 HARRIET [TAYLOR] f. Hardy MILL,peHTM
 JOHN STUART MILL,peSMi
 MINA,peMin
 HEINRICH MINDEN,peHeMi
